,Unnamed: 0,artist,track,genres,lyrics
10,10,Big Punisher Featuring Donell Jones,It's So Hard,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'rap', 'southern hip hop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'urban contemporary']","[Verse 1: Big Punisher]
You can catch me in the cherry red one-fifty
Got the Glizzy locked in the stizzy
Pop the clizzy, going sixty down a one-wizzy
Drunk pissy, tryin' to cruise through the avenue
While my peoples is poppin' bottles up in Sue's Rendevous
Fuck that! Spun the U-ey, lost a hubcap
It's back to the shack, came back in a ""What's that?""
Straight from Paris, checkin' Gaby's new baby carriage
Perry Ellis, auburn cherry reddish
Fresh out the dealer, got the TEC for the squealers
Wear a vest for the killers, nothin' less, ‘cause it's realer
In the Big Apple, where it's quick to get your shit tackled
Enemies spit at you, best friends kidnap you
Trust no one; got beef, bust yo' gun
You don't need no one talking 'bout that you owe him
I'ma go for dolo; Scarface without Manolo
One deep, I be solo, bustin' heat, throwin' bolos, it's hard

[Hook: Donnell Jones]
And it's so hard, yeah
Niggas wanna be like Pun
But they don't bust they guns
And it's so hard
Niggas wanna fuck my wife
Nggas wanna take my life
But it's so hard
[Hook adlibs: Big Punisher]
It's hard work, baby
I just lost a hundred pounds, I'm tryin' to live
I ain't goin' nowhere
I'm stayin' alive, baby
That's my wife, I paid for them titties!
Get your own! Your own, ya heard?

[Verse 2: Big Punisher]
Rollin' with the Squad, we like Gods
Catch us at the bar-de-bar-de-bars, strip bars in Miami
Almost came home with the Grammy
Next year, bringing home three for the family
Watch me, you can catch it live on the Hitachi
Poppin' shit like a Nazi, iced out like DeBiase
Fuck that! Liberace, fo'-X Versace, somebody stop me!
Never that! SKEE-YU! Where my niggas at?
Uptown, uptown, you know you feelin' that
Cash rule, hardcore you can dance to
That old Biggie give me, One More Chance
Take a glance and I'm off with yours
With both hands take off my drawers
And jerk me like the Source Awards
I love hip-hop, I ain't even probably the best lyricist alive
Terror Squad, nigga, stop sleepin'!
[Hook: Donnell Jones]
And it's so hard, yeah
Niggas wanna be like Pun
But they don't bust they guns
And it's so hard
Niggas wanna fuck my wife
Nggas wanna take my life
But it's so hard

[Hook Adlibs: Big Punisher]
What you say your name was again?
And I know you from where? Elementary school?
I don't know you, man!
Money, not you again, go that way!

[Coda: Donell Jones]
Yeah, you ain't fucking my wife, takin' my life
And if you just hatin', just walk on by
All you haters just walk on by
See, me and Big Pun be rollin'
Schemin' on you and your homie
Better just walk on by
While we role back and talk for a while
And to the Boricuas, stay up, stay up, stay up!
And to all my homies, you gotta know what's up!4EmbedShare URLCopyEmbedCopy"
11,11,Fat Joe Featuring Lil Wayne,Make It Rain,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']","[Intro: Fat Joe & Lil Wayne]
Oooooowwwww! (Ha ha, chyeah)
Scotty (Chyeah)
Let's make it rain on these niggas (Joey Crack)

[Hook: Lil Wayne]
Yeah, I'm in this bitch with the Terror
Got a hand full of stacks, better grab an umbrella
I make it rain, I make it rain (oh!) I'm in this bitch with the Terror
Got a handful of stacks, better grab an umbrella
I make it rain, I make it rain (oh!) make it rain on them hoes
I make it rain, I make it rain (oh!) I make it rain on them hoes
I make it rain, I make it rain (oh!) I make it rain on them hoes
I make it rain, I make it rain (oh!) I make it rain on them hoes
Oww!

[Verse 1: Fat Joe]
Cr-Cr-Crack, Crack, Crack, Crack, Crack, you hear the echo
Man I seen the best go, cause he ain't had that metal
I'm a hustler hustler, a pusher's pusher
You a buster, a customer, I get you some cook up
Yeah Crack is a chemist, I pack an eleven
I'm mackin' the seven, I'll clap at your reverend
I see you in N-Y, I'll send you an invite
You gon' need you a pass, that's the code that we live by
[Hook: Lil Wayne]
Yeah, I'm in this bitch with the Terror
Got a hand full of stacks, better grab an umbrella
I make it rain, I make it rain (oh!) I'm in this bitch with the Terror
Got a handful of stacks, better grab an umbrella
I make it rain, I make it rain (oh!) make it rain on them hoes
I make it rain, I make it rain (oh!) I make it rain on them hoes
I make it rain, I make it rain (oh!) I make it rain on them hoes
I make it rain, I make it rain (oh!) I make it rain on them hoes
Oww!

[Bridge: Fat Joe]
Clap, clap, clap
Gotta make that ass clap, gotta make that ass clap
Clap, clap, clap, clap (yeah)
Gotta make that ass clap (yeah) gotta make that ass clap (yeah)

[Verse 2: Fat Joe]
Now why's everybody so mad at the South for?
Change your style up, switch to southpaw
Jada, I was listenin'
So I made 'em a anthem to make some dividends
Lil' mama tryna hit me with that shoulder lean
This cut co Crack and I control the team
Couple bricks stacked on that triple beam
My dirty bro sippin' that promethazine
That ganja green, that Cali weed
A nigga lose his life tryna roll on me
Now, yup yup, we get it, no if ands about it
And the rain keep fallin', even when it's droughted
[Hook: Lil Wayne]
Yeah, I'm in this bitch with the Terror
Got a hand full of stacks, better grab an umbrella
I make it rain, I make it rain (oh!) I'm in this bitch with the Terror
Got a handful of stacks, better grab an umbrella
I make it rain, I make it rain (oh!) make it rain on them hoes
I make it rain, I make it rain (oh!) I make it rain on them hoes
I make it rain, I make it rain (oh!) I make it rain on them hoes
I make it rain, I make it rain (oh!) I make it rain on them hoes
Oww!

[Verse 3: Fat Joe]
Mami's body's bangin', she got it, man she does it all
She gets it poppin' with no hands, I make it pour
I make it rain on 'em, I'm layin' game to 'em
I got some misses to tattoo my name on 'em
Gotta get that baby love, gotta get my paper up
Gotta stay strapped ASAP
'Case y'alls hate Crack and wanna rain on us
And you know what it is, yeah it's them powder kids
And we know how to bid, so we don't give a shit

[Hook: Lil Wayne]
Yeah, I'm in this bitch with the Terror
Got a hand full of stacks, better grab an umbrella
I make it rain, I make it rain (oh!) I'm in this bitch with the Terror
Got a handful of stacks, better grab an umbrella
I make it rain, I make it rain (oh!) make it rain on them hoes
I make it rain, I make it rain (oh!) I make it rain on them hoes
I make it rain, I make it rain (oh!) I make it rain on them hoes
I make it rain, I make it rain (oh!) I make it rain on them hoes
Oww!
[Outro: Fat Joe]
Calca, TS, BX niggas
Khaled! Scott Storch, my nigga, yeah
Tony Sunshine, I see you nigga10EmbedShare URLCopyEmbedCopy"
12,12,Reba McEntire,He Gets That From Me,"['contemporary country', 'country', 'country dawn', 'oklahoma country']","[Verse 1]
His early morning attitude
You have to drag him out of bed
Only frosted flakes will do

[Hook 1]
He gets that from me
Yeah, he gets that from me

[Verse 2]
His curly hair and his knobby knees
The way the sun brings those freckles out
Talk and talk and never miss a beat

[Hook 1]
Yeah, he gets that from me
He gets that from me

[Chorus 1]
He looks at me with those big brown eyes
He's got me in the palm of his hands
And I swear sometimes
It's just like you're here again
He smiles that little crooked smile
There's no denying he's your child
Without him, I don't know what I'd do
[Hook 2]
He gets that from you
Oh, he gets that from you

[Chorus 2]
How he loves your old guitar
Yeah, he's taught himself to play
He melts my heart
Tells me he loves me every day
And cracks a joke at the perfect time
Makes me laugh when I want to cry
That boy is everything to me

[Hook 2]
He gets that from you
He gets that from you

[Verse 3]
Last night I heard him pray
""Lord, help me and Momma make it through
And tell Daddy we'll be okay""

[Hook 3]
He said he sure misses you
He sure misses you
He really misses you
He gets that from meEmbedShare URLCopyEmbedCopy"
13,13,Phil Vassar,Carlene,"['contemporary country', 'country', 'country road', 'modern country rock']","I was lousy at math, failed historian
Carlene was the valedictorian
I was the quarter back in the back of classes
She was the whiz kid in horned rim glasses

It's been a long time since I've been around
Since I stepped foot on my old stomping ground
I ended up by the old school yard
When this red head pulled up in a blue sports car
She said, ""I bet you don't remember, I guess it's been forever.""
It took a second to put it all together and I said

Ooh la la la la la
Looking good Carlene
Woh my my my my my
Times been good to you
If you know what I mean
Girl you glitter like hollywood
Good god carlene
You sure are lookin good

She said hop in let's go for a spin
Tell me whatcha been doing boy and where you been
I said I write songs, you probably didn't know, but I
Finally got a couple out on country radio
She said, ""What a switch, ain't life funny, I've got a PHD
Now I'm modeling for money.""
Imagine little miss 4.0 just smiling for the camera on the cover of Vogue
I said you've come a long way since graduation
Let me say without hesitation
You've surpassed everyone's expectations
Ooh la la la la la
Looking good Carlene
Woh my my my my my
Times been good to you
If you know what I mean
Girl you glitter like hollywood
Good god carlene
You sure are lookin good

I said I hope to see you again someday
She said another ten years is too long to wait
Pick me up at my Momma's at eight!

And I said

Ooh la la la la la
Looking good Carlene
Woh my my my my my
Times been good to you
If you know what I mean
Ooh la la la la la
Looking good Carlene
Woh my my my my my
Times been good to you
If you know what I mean
Ooh la la la la la
Looking good Carlene
Woh my my my my my
Times been good to you
If you know what I meanEmbedShare URLCopyEmbedCopy"
14,14,Sugar Ray,Someday,"['alternative metal', 'alternative rock', 'funk metal', 'neo mellow', 'pop rock']","[Verse 1]
Someday, when my life has passed me by
I'll lay around and wonder why, you were always there for me
One way, in the eyes of a passer by
I'll look around for another try and they'll fade away

[Chorus]
Just close your eyes and I'll take you there
This place is warm and without a care
We'll take a swim in the deep blue sea
I go to leave as you reach for me

[Verse 2]
Some say, better things will come our way
No matter what they try to say, you were always there for me
Some way, when the sun begins to shine
I hear a song from another time and they fade away
And fade they away

[Chorus]
Just close your eyes and I'll take you there
This place is warm and without a care
We'll take a swim in the deep blue sea
I go to leave as you reach for me

[Bridge]
Someone said we tried too long (Someday will pass me by)
Someone said we got it all wrong (Someday, I wonder why)
Someone said we tried too long (Someday will pass me by)
Is there a place where I belong? (Someday will)
[Verse 3]
So far
So long
So far away
So far
So wrong
So far away away away

[Verse 1 repeated]
Someday, when my life has passed me by
I'll lay around and wonder why, you were always there for me
One way, in the eyes of a passer by
I'll look around for another try and they'll fade away

[Outro]
And they fade away (repeats many times until it fades out)5EmbedShare URLCopyEmbedCopy"
15,15,Craig David,7 Days,"['british soul', 'dance pop', 'pop rap', 'r&b', 'urban contemporary']","[Intro]
You know what?
Got something to say
Craig David
7 days
Check it out, yeah

[Verse 1]
On my way to see my friends
Who lived a couple blocks away from me (Oh)
As I walked through the subway
It must have been about quarter past three
In front of me
Stood a beautiful honey with a beautiful body (Body)
She asked me for the time
I said it'd cost her a name
A six digit number and a date with me tomorrow at nine

[Pre-Chorus]
Did she decline? No
Didn't she mind? I don't think so
Was it for real? Damn sure
What was the deal? A pretty girl, age 24
So was she keen? She couldn't wait
Cinnamon queen? Let me update
What did she say?
She said she'd, ""Love to rendezvous""
She asked me, ""What we were gonna do?""
Said we'd start with a bottle of Moet for two
[Chorus]
Monday
Took her for a drink on Tuesday
We were making love by Wednesday
And on Thursday and Friday and Saturday, we chilled on Sunday
I met this girl on Monday
Took her for a drink on Tuesday
We were making love by Wednesday
And on Thursday and Friday and Saturday, we chilled on Sunday

[Verse 2]
Nine was the time
'Cause I'll be getting mine
And she was looking fine
Smooth talker
She told me
She'd love to unfold me all night long
Ooh, I loved the way she kicked it
From the front to back she flipped it
(Back she flipped it, the way she kicked it)
And I oh-oh I yeah
Hope that she'd care
'Cause I'm a man who'll always be there (Oh yeah)

[Pre-Chorus]
I'm not a man to play around, baby (Oh yeah)
'Cause a one night stand isn't really fair
From the first impression girl, hmm, you don't seem to be like that
'Cause there's no need to chat 'for there'll be plenty time for that
From the subway to my home
Endless ringing off my phone
When you feeling all alone
All you gotta do
Is just call me, call me
[Chorus]
Monday
Took her for a drink on Tuesday
We were making love by Wednesday
And on Thursday and Friday and Saturday, we chilled on Sunday
I met this girl on Monday
Took her for a drink on Tuesday
We were making love by Wednesday
And on Thursday and Friday and Saturday, we chilled on Sunday

[Bridge]
(Break it down, break it down)
Since I met this special lady
Ooh yeah
I can't get her off my mind
She's one of a kind
And I ain't about to deny it
It's a special kind of thing
With you, oh

[Chorus]
Monday
Took her for a drink on Tuesday
We were making love by Wednesday
And on Thursday and Friday and Saturday, we chilled on Sunday
I met this girl on Monday
Took her for a drink on Tuesday
We were making love by Wednesday
And on Thursday and Friday and Saturday, we chilled on Sunday
(Sunday, Sunday, Sunday, Sunday)26EmbedShare URLCopyEmbedCopy"
16,16,Justin Timberlake,Rock Your Body,"['dance pop', 'pop']","[Chorus: Justin Timberlake]
Don't be so quick to walk away
Dance with me
I wanna rock your body
Please stay
Dance with me
You don't have to admit you wanna play
Dance with me
Just let me rock you
Till the break of day
Dance with me

[Verse 1: Justin Timberlake]
Guy time, but I don't mind
Just wanna rock you, girl
I'll have whatever you have
Come on, just give it a whirl
See, I've been watching you
I like the way you move
So go ahead, girl, just do
That ass shaking thing you do

[Pre-Chorus: Justin Timberlake]
So you grab your girls
And you grab a couple more
And you all come meet me
In the middle of the floor
Said the air is thick, it's smelling right
So you pass to the left and you sail to the right
[Chorus: Justin Timberlake]
Don't be so quick to walk away
Dance with me
I wanna rock your body
Please stay
Dance with me
You don't have to admit you wanna play
Dance with me
Just let me rock you
Till the break of day
Dance with me

[Verse 2: Justin Timberlake]
I don't mean no harm
Just wanna rock you, girl
Make a move, but be calm
Let's go, let's give it a whirl
See, it appears to me
You like the way I move
I'll tell you what I'm gonna do
Pull you close and share my groove

[Pre-Chorus: Justin Timberlake]
So you grab your girls
And you grab a couple more
And you all come meet me
In the middle of the floor
Said the air is thick, it's smelling right
So you pass to the left and you sail to the right
[Chorus: Justin Timberlake]
Don't be so quick to walk away
Dance with me
I wanna rock your body
Please stay
Dance with me
You don't have to admit you wanna play
Dance with me
Just let me rock you
Till the break of day
Dance with me

[Post-Chorus: Vanessa Marquez & Justin Timberlake]
Talk to me, boy
No disrespect, I don't mean no harm
Talk to me, boy
I can't wait to have you in my arms
Talk to me, boy
Hurry up 'cause you're taking too long
Talk to me, boy
Bet I'll have you naked by the end of this song

[Bridge: Vanessa Marquez, Justin Timberlake and Both]
So what did you come for?
I came to dance with you
And you know that you don't wanna hit the floor
I came to romance with you
You're searching for love forever more
It's time to take a chance
If love is here on the floor, girl
[Interlude: Justin Timberlake]
Hey
Dance with me
Yeah
Come on, baby

[Chorus: Justin Timberlake]
Don't be so quick to walk away
(Don't walk away)
(Come on and)
Dance with me
I wanna rock your body
(Let me rock your body)
Please stay
Come on and
Dance with me
You don't have to admit you wanna play
(You don't have to admit you wanna play, just)
Dance with me
Just let me rock you
(Do do do do)
Till the break of day
(Come on and)
Dance with me

[Post-Chorus: Vanessa Marquez & Justin Timberlake]
Talk to me, boy
No disrespect, I don't mean no harm
Talk to me, boy
But I can't wait to have you in my arms
Talk to me, boy
Hurry up 'cause you're taking too long
(Come on baby)
Talk to me, boy
Bet I'll have you naked by the end of this song
[Beatbox Solo]

[Breakdown: Justin Timberlake]
Don't be so quick to walk away
(Just think of me and you)
Don't be so quick to walk away
(We could do something)
Don't be so quick to walk away
(I like the way you look right now)
Don't be so quick to walk away
(Come over here baby)

[Outro: Justin Timberlake]
Are you feeling me?
Let's do something
Let's make a bet
'Cause I, gotta have you naked by the end of this song19EmbedShare URLCopyEmbedCopy"
17,17,J. Holiday,Bed,"['bassline', 'hip pop', 'new jack swing', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']","[Written by The-Dream and Los Da Mystro]

[Intro]
J. Holiday
Oo-oh, oo-oh
(Ay-ay-ay, Ay, Ay-ay-ay, Ay, Ay-ay-ay, Ay)
Put you to bed, bed, bed
Put you to bed, bed, bed

[Verse 1]
Girl, change into that Victoria's Secret thing that I like -
Alright
Okay tonight you're having me your way
Perfume
Spray it there
Put our love in the air
Now put me right next to you
Finna raise the temp' in the room
First rub my back like you do
Right there (uh huh) right there (uh)
You touch me like you care
Now stop
And let me repay you for the week that you've been through
Workin' that nine to five and stayin' cute like you do
Oh, oh, oh
[Pre-Chorus]
I love it (I love it)
You love it (you love it)
Everytime (everytime)
We touchin' (we touchin')
I want it (I want it)
You want it (you want it)
I'll see you (see you)
In the mornin' (in the mornin')

[Chorus]
Wanna put my fingers through your hair
Wrap me up in your legs
And love you till your eyes roll back
I'm tryna put you to bed, bed, bed
I'mma put you to bed, bed, bed
Then I'mma rock ya body
Turn you over
Love is war, I'm your soldier
Touchin' you like it's our first time
I'mma put you to bed, bed, bed
I'mma put you to bed, bed, bed

[Verse 2]
I'm starin' at you while you sleep
Irreplaceable beauty
Put my face up in your neck and breathe (Ooh, breathe)
Take you into my senses
Wake up it's time to finish
Round two, round two
Matter of fact, it's closer to three
She like, ""How long I been sleep?""
Shawty kisses turn into the sweetest dreams
Like give it to me
And I can feel her tell me
""My angel, this is wonderful""
Thanks for letting me bless ya
Come down, fly right
Drift back into heaven
Oh, oh, oh, oh
[Pre-Chorus]
I love it (I love it)
You love it (you love it)
Everytime (everytime)
We touchin' (we touchin')
I want it (I want it)
You want it (you want it)
I'll see you (see you)
In the mornin' (in the mornin')

[Chorus]
Wanna put my fingers through your hair
Wrap me up in your legs
And love you till your eyes roll back
I'm tryna put you to bed, bed, bed
I'mma put you to bed, bed, bed
Then I'mma rock ya body
Turn you over
Love is war, I'm your soldier
Touchin' you like it's our first time
I'mma put you to bed, bed, bed
I'mma put you to bed, bed, bed

[Bridge]
Watch the sunlight peak over the horizon
Ooh-ooh, ooh-ooh, ooh-ooh, ooh-ooh
The sun ain't the only thing that's shinin'
Ooh-ooh, ooh-ooh, ooh-ooh, ooh-ooh
Now I'mma send you out into the world with my love
Tell everybody, Ay
Everybody
Ay, Ay-ay-ay, Ay, Ay-ay-ay, Ay, Ay-ay-ay, Ay15EmbedShare URLCopyEmbedCopy"
18,18,Papa Roach,Scars,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']","[Intro Chorus]
I tear my heart open, I sew myself shut
My weakness is that I care too much
And my scars remind me that the past is real
I tear my heart open just to feel

[Verse 1]
Drunk and I'm feeling down
And I just wanna be alone
I'm pissed cause you came around
Why don't you just go home
'Cause you channel all your pain
And I can't help you fix yourself
You're making me insane
All I can say is

[Chorus]
I tear my heart open, I sew myself shut
My weakness is that I care too much
And our scars remind us that the past is real
I tear my heart open just to feel

[Verse 2]
I tried to help you once
Against my own advice
I saw you going down
But you never realized
That you're drowning in the water
So I offered you my hand
Compassions in my nature
Tonight is our last stand
[Chorus]
I tear my heart open, I sew myself shut
My weakness is that I care too much
And my scars remind us that the past is real
I tear my heart open just to feel

[Verse 3]
I’m drunk and I’m feeling down
And I just want to be alone
You shouldn’t have come around
Why don’t you just go home
'Cause you’re drowning in the water
And I tried to grab your hand
I left my heart open
But you didn’t understand
(But you didn’t understand)
Go fix yourself!

[Bridge]
I can't help you fix yourself
But at least I can say I tried
I'm sorry but I got to move on with my own life
I can't help you fix yourself
But at least I can say I tried
I'm sorry but I got to move on with my own life
[Chorus]
I tear my heart open, I sew myself shut
My weakness is that I care too much
And my scars remind us that the past is real
I tear my heart open just to feel
I tear my heart open, I sew myself shut
My weakness is that I care too much
And my scars remind us that the past is real
I tear my heart open just to feel23EmbedShare URLCopyEmbedCopy"
19,19,Jennifer Lopez Featuring Ja Rule,Ain't It Funny,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary', 'dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']","[Intro: Ja Rule]
Murda Inc, haha

[Verse 1: Ja Rule]
It must be the ass that got me like damn
If they get any fatter, man, the Rule going to have to get at her
And our situation won't matter
I come to make you smile in the freakiest manners
J to the L-O, hello
No, I'm not Lee Harvey Oswald
I'm the Rule and I shot call
""Off the Wall"" like MJ in his early days
It's the Inc. and Lopez now

[Verse 2: Jennifer Lopez]
Ain't that funny?
It's been a while since you came around
Now you want to see what's going down
Tryna tell me why you want my time
Tryna tell me how I'm on your mind (On your mind)
See, it never had to be this way
You should have never played the games you played
Now I'm seeing that you're kind of lame
Knowing how the situation change

[Chorus: Jennifer Lopez]
Ain't that funny? (Ain't that funny?)
Baby, that you want me
When you had me
Love is crazy
Now I can smile and say
Ain't that funny? (Ain't that funny?)
Baby, that you want me
When you had me
Love is crazy
I'm glad I can smile and say
Ain't that funny?
[Verse 3: Jennifer Lopez]
I remember how you walked away
Even when I tried to call your name
See at first I didn't understand
Now you're looking like a lonely man (Lonely man)
I remember how you did me wrong
And now you're hurting 'cause my love is gone
Everybody gets a chance to burn
You can take it as a lesson learned

[Chorus: Jennifer Lopez]
Ain't that funny? (Ain't that funny?)
Baby, that you want me
When you had me
Love is crazy
Now I can smile and say
Ain't that funny? (Ain't that funny?)
Baby, that you want me
When you had me
Love is crazy
I'm glad I can smile and say
Ain't that funny?

[Verse 4: Cadillac Tah]
C-A, double D, ha
Double dose, ma
Fly by, red line, Testarossa
Oh I, never been a sucker for chocha
Spit the ism, hit them, get rid of 'em
And you know Tah get it gully
And ain't that funny?
How they want me see me working with money
But Caddy ain't a dummy
What these brodies want from me?
'Cause all I got is G, J.Lo
And Murda I.N.C
[Verse 5: Jennifer Lopez]
I really wish you wouldn't send me gifts
Tryna make me sit and reminisce
Tryna blind me with your blinging bling
Thought I told you love don't cost a thing (Love don't cost a thing)
Hope you realize that now I'm through
And I don't ever want to hear from you
I had enough of being there for you
Now I'm laughing while you play the fool

[Chorus: Jennifer Lopez]
Ain't that funny? (Ain't that funny?)
Baby, that you want me
When you had me
Love is crazy
Now I can smile and say
Ain't that funny? (Ain't that funny?)
Baby, that you want me
When you had me
Love is crazy
I'm glad I can smile and say
Ain't that funny?

[Bridge: Jennifer Lopez & w/ Ja Rule]
Baby, is that your girlfriend?
I got my boyfriend
But maybe we can be friends
Nah, nah, nah, nah, nah, nah
Baby, I've got my boyfriend
Is that your girlfriend?
But maybe we can be friends
Nah, nah, nah, nah, nah, nah
[Outro: Jennifer Lopez]
Ain't it funny?11EmbedShare URLCopyEmbedCopy"
20,20,Shinedown,Sound Of Madness,"['alternative metal', 'modern rock', 'nu metal', 'post-grunge']","[Intro]
Yeah, I get it you're an outcast
Always under attack
Always comin' in last
Bringin' up the past
No one owes you anything
I think you need a shotgun blast
A kick in the ass
So paranoid, watch your back
Oh my, here we go

[Verse 1]
Another loose cannon gone bipolar
Slipped down, couldn't get much lower
Quicksand's got no sense of humor
I'm still laughin' like hell

[Pre-Chorus]
You think that by cryin' to me
Lookin' so sorry that I'm gonna believe
You've been infected by a social disease
Well, then take your medicine

[Chorus]
I created the sound of madness
Wrote the book on pain
Somehow I'm still here
To explain
That the darkest hour never comes in the night
You can sleep with a gun
But when you gonna wake up and fight
For yourself
[Verse 2]
I'm so sick of this tombstone mentality
If there's an afterlife, then it'll set you free
But I'm not, gonna part the seas
You're a self-fulfilling prophecy

[Pre-Chorus]
You think, that by cryin' to me
Lookin' so sorry that I'm gonna believe
You've been infected, by a social disease
Well, then take your medicine

[Chorus]
I created the sound of madness
Wrote the book on pain
Somehow I'm still here
To explain
That the darkest hour never comes in the night
You can sleep with a gun
But when you gonna wake up and fight
For yourself

[Bridge]
Well I created the sound of madness
Wrote the book on pain
Somehow I'm still here
To explain
That the darkest hour never comes in the night
You can sleep with a gun
But when you gonna wake up... when you gonna wake up
And fight
[Chorus]
I created the sound of madness
Wrote the book on pain
Somehow I'm still here
To explain
That the darkest hour never comes in the night
You can sleep with a gun
But when you gonna wake up and fight
For yourself

[Outro]
But when you gonna wake up and fight
For yourself
But when you gonna wake up and fight
For yourself
When you gonna wake up and fight
For yourself13EmbedShare URLCopyEmbedCopy"
